player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr,team,team_name,team_logo,team_color,team_color2,team_roster,height,weight,college;
00-0022922,,Kellen Winslow,TE,TE,,TB,2010.0,1.0,REG,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,6.0,32.0,0.0,0.0,0.0,37.0,24.0,1.0,-2.2323267,0.0,0.8648649,0.21428572,0.10787172,0.39693877,0.0,3.2,7.2,TB,Tampa Bay Buccaneers,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,TB,76.0,240.0,;
00-0022922,,Kellen Winslow,TE,TE,,TB,2010.0,2.0,REG,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,4.0,83.0,0.0,0.0,0.0,66.0,17.0,4.0,10.660386,0.0,1.2575758,0.16666667,0.2244898,0.40714285,0.0,8.3,12.3,TB,Tampa Bay Buccaneers,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,TB,76.0,240.0,;
00-0022922,,Kellen Winslow,TE,TE,,TB,2010.0,3.0,REG,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,6.0,24.0,0.0,0.0,0.0,54.0,5.0,1.0,-2.1825857,0.0,0.44444445,0.17142858,0.24884793,0.4313364,0.0,2.4,5.4,TB,Tampa Bay Buccaneers,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,TB,76.0,240.0,;
00-0022922,,Kellen Winslow,TE,TE,,TB,2010.0,5.0,REG,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,9.0,75.0,0.0,0.0,0.0,101.0,20.0,4.0,0.31064898,0.0,0.7425743,0.27272728,0.25634518,0.5885325,0.0,7.5,13.5,TB,Tampa Bay Buccaneers,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,TB,76.0,240.0,;
00-0022922,,Kellen Winslow,TE,TE,,TB,2010.0,6.0,REG,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,10.0,43.0,0.0,1.0,0.0,79.0,10.0,3.0,1.5651393,0.0,0.5443038,0.21276596,0.18899521,0.45144558,0.0,4.3,11.3,TB,Tampa Bay Buccaneers,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,TB,76.0,240.0,;
00-0022922,,Kellen Winslow,TE,TE,,TB,2010.0,7.0,REG,LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,10.0,44.0,0.0,0.0,0.0,75.0,11.0,3.0,2.230065,0.0,0.58666664,0.25641027,0.22321428,0.54086536,0.0,4.4,9.4,TB,Tampa Bay Buccaneers,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,TB,76.0,240.0,;
00-0022922,,Kellen Winslow,TE,TE,,TB,2010.0,8.0,REG,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,5.0,0.0,0.0,0.0,8.0,2.0,0.0,-0.9826358,0.0,0.625,0.08,0.037914693,0.14654028,0.0,0.5,1.5,TB,Tampa Bay Buccaneers,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,TB,76.0,240.0,;
00-0022922,,Kellen Winslow,TE,TE,,TB,2010.0,9.0,REG,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,31.0,0.0,0.0,0.0,32.0,5.0,1.0,1.1093768,0.0,0.96875,0.18181819,0.1553398,0.38146514,0.0,3.1,6.1,TB,Tampa Bay Buccaneers,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,TB,76.0,240.0,;
00-0022922,,Kellen Winslow,TE,TE,,TB,2010.0,10.0,REG,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,6.0,65.0,1.0,0.0,0.0,51.0,14.0,3.0,5.4603343,0.0,1.2745098,0.25,0.24401914,0.5458134,0.0,12.5,18.5,TB,Tampa Bay Buccaneers,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,TB,76.0,240.0,;
00-0022922,,Kellen Winslow,TE,TE,,TB,2010.0,11.0,REG,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,8.0,34.0,0.0,0.0,0.0,49.0,17.0,2.0,-0.6135823,0.0,0.6938776,0.36363637,0.3740458,0.8072866,0.0,3.4,7.4,TB,Tampa Bay Buccaneers,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,TB,76.0,240.0,;
00-0022922,,Kellen Winslow,TE,TE,,TB,2010.0,12.0,REG,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,9.0,44.0,1.0,0.0,0.0,69.0,16.0,3.0,0.16171572,0.0,0.6376812,0.24324325,0.19546743,0.50169206,0.0,10.4,14.4,TB,Tampa Bay Buccaneers,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,TB,76.0,240.0,;
00-0022922,,Kellen Winslow,TE,TE,,TB,2010.0,13.0,REG,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,26.0,0.0,0.0,0.0,17.0,9.0,1.0,-0.7784292,0.0,1.5294118,0.102564104,0.04347826,0.18428093,0.0,2.6,5.6,TB,Tampa Bay Buccaneers,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,TB,76.0,240.0,;
00-0022922,,Kellen Winslow,TE,TE,,TB,2010.0,14.0,REG,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,4.0,52.0,1.0,0.0,0.0,85.0,20.0,2.0,4.373566,0.0,0.6117647,0.16666667,0.3244275,0.47709924,0.0,11.2,13.2,TB,Tampa Bay Buccaneers,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,TB,76.0,240.0,;
00-0022922,,Kellen Winslow,TE,TE,,TB,2010.0,15.0,REG,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,6.0,46.0,0.0,0.0,0.0,61.0,8.0,2.0,-0.21665266,0.0,0.75409836,0.18181819,0.23018868,0.43385935,0.0,4.6,8.6,TB,Tampa Bay Buccaneers,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,TB,76.0,240.0,;
00-0022922,,Kellen Winslow,TE,TE,,TB,2010.0,16.0,REG,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,7.0,98.0,2.0,0.0,0.0,63.0,35.0,5.0,10.426404,0.0,1.5555556,0.25,0.27038628,0.5642704,0.0,21.8,28.8,TB,Tampa Bay Buccaneers,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,TB,76.0,240.0,;
00-0022922,,Kellen Winslow,TE,TE,,TB,2010.0,17.0,REG,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,28.0,0.0,0.0,0.0,10.0,18.0,1.0,1.2491679,0.0,2.8,0.11111111,0.054054055,0.2045045,0.0,2.8,5.8,TB,Tampa Bay Buccaneers,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,TB,76.0,240.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,1.0,REG,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,4.0,38.0,1.0,0.0,0.0,59.0,12.0,2.0,2.0864384,0.0,0.6440678,0.114285715,0.26106194,0.35417193,0.0,9.8,11.8,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,2.0,REG,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,28.0,0.0,0.0,0.0,25.0,8.0,1.0,0.78244615,0.0,1.12,0.10810811,0.16666667,0.27882883,0.0,2.8,5.8,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,3.0,REG,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,5.0,23.0,0.0,0.0,0.0,117.0,16.0,1.0,-6.0968,0.0,0.1965812,0.13513513,0.4163701,0.49416178,0.0,2.3,4.3,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,4.0,REG,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,-2.0,0.0,0.0,0.0,0.0,-1.2743853,0.0,6.0,9.0,59.0,0.0,0.0,0.0,47.0,23.0,3.0,1.8488905,0.0,1.2553191,0.1875,0.19262294,0.41608608,0.0,5.7,11.7,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,5.0,REG,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,6.0,61.0,0.0,0.0,0.0,55.0,25.0,2.0,2.024964,0.0,1.1090909,0.15384616,0.15988372,0.34268785,0.0,6.1,10.1,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,6.0,REG,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,-0.43630764,0.0,0.0,0.03125,0.06284153,0.09086407,0.0,0.0,0.0,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,7.0,REG,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,4.0,20.0,0.0,0.0,0.0,45.0,7.0,1.0,-0.7531977,0.0,0.44444445,0.07272727,0.11627907,0.19048625,0.0,2.0,4.0,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,8.0,REG,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,33.0,0.0,0.0,0.0,69.0,1.0,1.0,0.49943036,0.0,0.47826087,0.09090909,0.2782258,0.3311217,0.0,3.3,6.3,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,9.0,REG,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,-1.5445108,0.0,0.0,0.048780486,0.09698997,0.1410637,0.0,0.0,0.0,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,11.0,REG,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,-0.51073104,0.0,1.0,1.0,17.0,0.0,0.0,0.0,13.0,4.0,1.0,1.2776238,0.0,1.3076923,0.024390243,0.04037267,0.06484623,0.0,1.8,2.8,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,12.0,REG,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,5.0,97.0,0.0,0.0,0.0,133.0,1.0,3.0,6.8726907,0.0,0.7293233,0.12820514,0.2765073,0.3858628,0.0,9.7,13.7,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,13.0,REG,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39330906,0.0,,0.03448276,0.0,0.05172414,0.0,0.0,1.0,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,14.0,REG,LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-0.7448407,0.0,0.0,0.025641026,0.01655629,0.050050944,0.0,0.0,0.0,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,15.0,REG,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,53.0,0.0,0.0,0.0,56.0,13.0,3.0,3.2338717,0.0,0.9464286,0.08695652,0.15135135,0.23638073,0.0,5.3,8.3,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,16.0,REG,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,9.0,0.0,0.0,0.0,1.0,0.7001105,0.0,3.0,4.0,35.0,0.0,0.0,0.0,19.0,20.0,3.0,1.8310053,0.0,1.8421053,0.08510638,0.05277778,0.16460402,0.0,4.4,7.4,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,17.0,REG,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,-2.4673088,0.0,0.0,0.1,0.37630662,0.41341463,0.0,0.0,0.0,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022929,,Devery Henderson,WR,WR,,NO,2010.0,18.0,POST,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,8.0,77.0,1.0,0.0,0.0,81.0,10.0,3.0,2.1293502,0.0,0.9506173,0.14035088,0.20049505,0.35087284,0.0,13.7,20.7,NO,New Orleans Saints,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,NO,71.0,200.0,;
00-0022984,,Ryan Grant,RB,RB,,GB,2010.0,1.0,REG,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,8.0,45.0,0.0,0.0,0.0,2.0,0.14289734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,4.5,4.5,GB,Green Bay Packers,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,#203731,#FFB612,GB,73.0,222.0,;
00-0023176,,Josh Cribbs,WR,WR,,CLE,2010.0,1.0,REG,TB,1.0,1.0,9.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,9.0,1.0,1.1014882,0.0,0.0,,3.0,11.0,0.0,0.0,0.0,1.0,0.5201854,0.0,2.0,2.0,11.0,0.0,0.0,0.0,9.0,2.0,0.0,-0.12684883,0.0,1.2222222,0.055555556,0.025423728,0.10112994,0.0,2.56,4.56,CLE,Cleveland Browns,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,#FF3C00,#311D00,CLV,73.0,215.0,;
00-0023176,,Josh Cribbs,WR,WR,,CLE,2010.0,2.0,REG,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,-0.66979724,0.0,3.0,5.0,74.0,1.0,0.0,0.0,87.0,29.0,1.0,3.369283,0.0,0.85057473,0.16129032,0.23770492,0.40832892,0.0,13.5,16.5,CLE,Cleveland Browns,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,#FF3C00,#311D00,CLV,73.0,215.0,;
00-0023176,,Josh Cribbs,WR,WR,,CLE,2010.0,3.0,REG,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,2.0,20.0,0.0,0.0,0.0,1.0,1.3479999,0.0,5.0,8.0,58.0,0.0,0.0,0.0,110.0,8.0,3.0,2.7844093,0.0,0.5272727,0.33333334,0.73333335,1.0133333,0.0,7.8,12.8,CLE,Cleveland Browns,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,#FF3C00,#311D00,CLV,73.0,215.0,;
00-0023176,,Josh Cribbs,WR,WR,,CLE,2010.0,4.0,REG,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,3.0,9.0,0.0,0.0,0.0,0.0,-0.37474534,0.0,2.0,4.0,24.0,0.0,0.0,0.0,33.0,14.0,2.0,0.600178,0.0,0.72727275,0.13333334,0.2037037,0.3425926,0.0,3.3,5.3,CLE,Cleveland Browns,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,#FF3C00,#311D00,CLV,73.0,215.0,;
00-0023176,,Josh Cribbs,WR,WR,,CLE,2010.0,5.0,REG,ATL,1.0,1.0,10.0,0.0,0.0,0.0,-0.0,0.0,0.0,3.0,7.0,1.0,0.6611996,0.0,3.3333333,,2.0,11.0,0.0,0.0,0.0,0.0,0.15367183,0.0,1.0,5.0,8.0,0.0,0.0,0.0,65.0,5.0,1.0,-0.3265752,0.0,0.12307692,0.13157895,0.2416357,0.3665134,0.0,2.3,3.3,CLE,Cleveland Browns,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,#FF3C00,#311D00,CLV,73.0,215.0,;
00-0023176,,Josh Cribbs,WR,WR,,CLE,2010.0,6.0,REG,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,3.0,2.0,0.0,1.0,0.0,0.0,-1.1739801,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,-0.4667122,0.0,0.0,0.030303031,0.04318937,0.0756871,0.0,0.2,0.2,CLE,Cleveland Browns,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,#FF3C00,#311D00,CLV,73.0,215.0,;
00-0023176,,Josh Cribbs,WR,WR,,CLE,2010.0,7.0,REG,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,10.0,0.0,0.0,0.0,6.0,4.0,0.0,-0.22082524,0.0,1.6666666,0.0625,0.08571429,0.15375,0.0,1.0,2.0,CLE,Cleveland Browns,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,#FF3C00,#311D00,CLV,73.0,215.0,;
00-0023176,,Josh Cribbs,WR,WR,,CLE,2010.0,9.0,REG,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,-0.8744956,0.0,2.0,3.0,13.0,0.0,0.0,0.0,51.0,3.0,1.0,0.8744126,0.0,0.25490198,0.15789473,0.19391635,0.37258354,0.0,1.5,3.5,CLE,Cleveland Browns,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,#FF3C00,#311D00,CLV,73.0,215.0,;
00-0023176,,Josh Cribbs,WR,WR,,CLE,2010.0,10.0,REG,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,14.0,0.0,0.0,0.0,1.0,0.8706386,0.0,1.0,1.0,37.0,0.0,0.0,0.0,1.0,36.0,1.0,2.900445,0.0,37.0,0.032258064,0.004878049,0.05180173,0.0,5.1,6.1,CLE,Cleveland Browns,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,#FF3C00,#311D00,CLV,73.0,215.0,;
00-0023176,,Josh Cribbs,WR,WR,,CLE,2010.0,14.0,REG,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,-11.0,0.0,1.0,0.0,0.0,-1.6504613,0.0,1.0,1.0,7.0,0.0,0.0,0.0,5.0,2.0,0.0,-0.4264803,0.0,1.4,0.05,0.029411765,0.09558824,0.0,-0.4,0.6,CLE,Cleveland Browns,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,#FF3C00,#311D00,CLV,73.0,215.0,;
00-0023176,,Josh Cribbs,WR,WR,,CLE,2010.0,15.0,REG,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,4.0,0.0,0.0,0.0,35.0,4.0,1.0,-0.22735673,0.0,0.114285715,0.08,0.14522822,0.22165975,0.0,0.4,1.4,CLE,Cleveland Browns,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,#FF3C00,#311D00,CLV,73.0,215.0,;
00-0023176,,Josh Cribbs,WR,WR,,CLE,2010.0,16.0,REG,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,2.0,8.0,0.0,0.0,0.0,2.0,0.9847801,0.0,1.0,2.0,9.0,0.0,0.0,0.0,13.0,3.0,0.0,0.11664652,0.0,0.6923077,0.06666667,0.04276316,0.1299342,0.0,1.7,2.7,CLE,Cleveland Browns,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,#FF3C00,#311D00,CLV,73.0,215.0,;
00-0023176,,Josh Cribbs,WR,WR,,CLE,2010.0,17.0,REG,PIT,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,22.0,0.0,0.0,-0.38643643,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,-0.6488693,0.0,3.0,4.0,37.0,0.0,0.0,0.0,23.0,29.0,1.0,2.3872669,0.0,1.6086956,0.093023255,0.05721393,0.17958464,0.0,3.7,6.7,CLE,Cleveland Browns,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,#FF3C00,#311D00,CLV,73.0,215.0,;
00-0023367,,Nate Washington,WR,WR,,TEN,2010.0,1.0,REG,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,88.0,1.0,0.0,0.0,81.0,15.0,3.0,7.0679035,0.0,1.0864197,0.23529412,0.7714286,0.8929412,0.0,14.8,17.8,TEN,Tennessee Titans,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,#002244,#4B92DB,TEN,73.0,177.0,;
00-0023367,,Nate Washington,WR,WR,,TEN,2010.0,2.0,REG,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,9.0,34.0,1.0,0.0,0.0,131.0,5.0,3.0,-2.3534994,0.0,0.259542,0.27272728,0.456446,0.7286031,0.0,9.4,13.4,TEN,Tennessee Titans,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,#002244,#4B92DB,TEN,73.0,177.0,;
